Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
04/03/2015,Completed,04/13/2015,15-01122336,Rodent Baiting/Rat Complaint,5,3,5,Dispatch Crew,Inspected and baited,1133 W WELLINGTON AVE,60657,1168090.25231951,1920071.47697805,44,19,6,41.9362161472,-87.6576604716,"(41.9362161471902, -87.65766047155688)"
04/03/2015,Completed,04/08/2015,15-01117745,Rodent Baiting/Rat Complaint,2,3,3,Dispatch Crew,Inspected and baited,3938 N HERMITAGE AVE,60613,1163974.87619912,1926198.51222961,47,19,6,41.9531170587,-87.6726112666,"(41.95311705867587, -87.67261126661585)"
04/03/2015,Completed,04/08/2015,15-01117426,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",330 W SWANN ST,60609,1174745.64412508,1874064.96852686,3,9,37,41.8098247849,-87.634577874,"(41.809824784939195, -87.63457787403401)"
04/03/2015,Completed - Dup,04/08/2015,15-01114209,Rodent Baiting/Rat Complaint,,,,,,2129 N CLIFTON AVE,60614,1168292.41329456,1914308.61542794,32,18,7,41.9203981858,-87.6570845521,"(41.920398185844185, -87.65708455214742)"
04/03/2015,Completed,04/08/2015,15-01118671,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",3700 S LOWE AVE,60609,1172573.26179,1880361.00817792,11,9,60,41.8271499114,-87.642360108,"(41.8271499113876, -87.64236010803657)"
04/03/2015,Completed,04/08/2015,15-01111333,Rodent Baiting/Rat Complaint,3,7,0,Dispatch Crew,Inspected and baited,2408 N SURREY CT,60614,1167342.14002548,1916158.49037791,32,19,7,41.9254948556,-87.6605226926,"(41.92549485562288, -87.66052269262171)"
04/03/2015,Completed,04/14/2015,15-01121193,Rodent Baiting/Rat Complaint,1,4,1,Dispatch Crew,Inspected and baited,2301 S WABASH AVE,60616,1177107.82811195,1889114.90071475,2,1,33,41.8510699711,-87.6254589405,"(41.851069971125504, -87.62545894049357)"
04/03/2015,Completed,04/09/2015,15-01120706,Rodent Baiting/Rat Complaint,0,20,20,Dispatch Crew,Inspected and baited,339 W 106TH ST,60628,1175890.04057082,1834633.6714203,34,5,49,41.7015950093,-87.6315601796,"(41.70159500933535, -87.63156017956017)"
04/03/2015,Completed,04/14/2015,15-01124528,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,7124 S MORGAN ST,60621,1170875.11383097,1857584.90280923,17,7,68,41.7646870828,-87.6492552821,"(41.7646870828349, -87.64925528207124)"
04/03/2015,Completed,04/08/2015,15-01120047,Rodent Baiting/Rat Complaint,3,12,3,Dispatch Crew,Inspected and baited,3110 W 54TH PL,60632,1156571.99698622,1868327.52048575,14,9,63,41.7944665906,-87.7013910781,"(41.79446659064189, -87.70139107811454)"
04/03/2015,Completed,04/08/2015,15-01113107,Rodent Baiting/Rat Complaint,2,5,3,Dispatch Crew,Inspected and baited,542 W ARLINGTON PL,60614,1172252.77312762,1916705.84151165,43,19,7,41.9268896623,-87.6424625822,"(41.926889662270355, -87.64246258223474)"
04/03/2015,Completed,04/08/2015,15-01114561,Rodent Baiting/Rat Complaint,4,6,0,Dispatch Crew,Inspected and baited,2129 N SEMINARY AVE,60614,1168622.42522064,1914318.08110242,32,18,7,41.9204170126,-87.6558717574,"(41.920417012645665, -87.65587175736995)"
04/03/2015,Completed,04/09/2015,15-01128108,Rodent Baiting/Rat Complaint,1,4,3,Dispatch Crew,Inspected and baited,2406 N LOREL AVE,60639,1140317.85877517,1915479.66318655,31,25,19,41.9241710093,-87.7598405699,"(41.92417100929259, -87.75984056992449)"
04/03/2015,Completed,04/09/2015,15-01126831,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,7055 W 64TH ST,60638,1130471.74717687,1861279.33617804,23,8,64,41.77561166,-87.797263112,"(41.775611659999754, -87.79726311195762)"
04/03/2015,Completed,04/08/2015,15-01113506,Rodent Baiting/Rat Complaint,2,6,2,Dispatch Crew,Inspected and baited,3355 W ADAMS ST,60624,1154052.61480875,1898874.3177706,28,11,27,41.8783412449,-87.7098165583,"(41.878341244911994, -87.70981655826738)"
04/03/2015,Completed,04/14/2015,15-01121201,Rodent Baiting/Rat Complaint,1,4,1,Dispatch Crew,Inspected and baited,55 E 23RD ST,60616,1177206.82811195,1889124.40071475,2,1,33,41.8510937998,-87.6250953055,"(41.851093799769465, -87.62509530547067)"
04/03/2015,Completed,04/09/2015,15-01122458,Rodent Baiting/Rat Complaint,1,7,6,Dispatch Crew,Inspected and baited,1529 W HURON ST,60642,1165917.12697424,1904770.06007391,27,12,24,41.8942748255,-87.6660843917,"(41.89427482552781, -87.66608439170561)"
04/03/2015,Completed,04/08/2015,15-01114727,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,1439 S MILLARD AVE,60623,1152276.04997348,1892817.46801725,24,10,29,41.8617558069,-87.7164995637,"(41.86175580691106, -87.71649956365755)"
04/03/2015,Completed,04/08/2015,15-01107654,Rodent Baiting/Rat Complaint,4,2,3,Dispatch Crew,Inspected and baited,7000 S WENTWORTH AVE,60621,1176169.6271253,1858563.12563289,6,7,69,41.7672542522,-87.6298202037,"(41.76725425224703, -87.62982020373919)"
04/03/2015,Completed,04/08/2015,15-01110098,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,924 W CULLOM AVE,60613,1169361.64409478,1928954.532018,46,19,3,41.9605640064,-87.6527287723,"(41.960564006408035, -87.65272877227922)"
04/03/2015,Completed,04/08/2015,15-01119228,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,"Area inspected, no cause and no baiting",5528 W DAKIN ST,60641,1138790.50202038,1925704.38009265,38,16,15,41.9522565774,-87.7652037985,"(41.95225657741924, -87.76520379851273)"
04/03/2015,Completed,04/08/2015,15-01110050,Rodent Baiting/Rat Complaint,5,7,5,Dispatch Crew,Inspected and baited,5816 W WASHINGTON BLVD,60644,1137611.52220202,1900155.60458988,29,15,25,41.8821691627,-87.7701545649,"(41.882169162700514, -87.77015456488343)"
04/03/2015,Completed,04/08/2015,15-01117488,Rodent Baiting/Rat Complaint,4,4,4,Dispatch Crew,Inspected and baited,2436 N FAIRFIELD AVE,60647,1157626.5183012,1916160.80022615,1,14,22,41.9257048327,-87.6962225372,"(41.925704832693405, -87.69622253720529)"
04/03/2015,Completed,04/08/2015,15-01127552,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,"Area inspected, no cause and no baiting",6221 W ADDISON ST,60634,1134266.74840179,1923291.38608741,36,16,17,41.9457161531,-87.7818905637,"(41.94571615306763, -87.78189056371444)"
04/03/2015,Completed,04/09/2015,15-01126229,Rodent Baiting/Rat Complaint,2,5,3,Dispatch Crew,Inspected and baited,6436 N WASHTENAW AVE,60645,1157157.88447897,1942600.35932105,50,24,2,41.9982660393,-87.6972233086,"(41.99826603928774, -87.6972233086449)"
04/03/2015,Completed,04/08/2015,15-01116674,Rodent Baiting/Rat Complaint,0,9,1,Dispatch Crew,"Area inspected, no cause and no baiting",1402 N MAPLEWOOD AVE,60622,1159150.52391675,1909234.41178384,26,14,24,41.9066670902,-87.6908132505,"(41.9066670901846, -87.69081325045798)"
04/03/2015,Completed,04/08/2015,15-01118252,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,2239 W ARMITAGE AVE,60647,1161116.44819973,1913248.55628073,32,14,22,41.9176415629,-87.6834798917,"(41.91764156294255, -87.68347989173866)"
04/03/2015,Completed,04/08/2015,15-01107316,Rodent Baiting/Rat Complaint,2,10,4,Dispatch Crew,Inspected and baited,5240 W RACE AVE,60644,1141335.02526916,1903050.55979482,28,15,25,41.8900454117,-87.7564101988,"(41.89004541173926, -87.75641019877453)"
04/03/2015,Completed,04/08/2015,15-01120046,Rodent Baiting/Rat Complaint,5,7,5,Dispatch Crew,Inspected and baited,6117 S TROY ST,60629,1156434.49148501,1863897.5501027,15,8,66,41.7823128918,-87.7020145942,"(41.78231289182422, -87.70201459421051)"
04/03/2015,Completed,04/08/2015,15-01115980,Rodent Baiting/Rat Complaint,0,4,3,Dispatch Crew,"Area inspected, no cause and no baiting",1833 S LAWNDALE AVE,60623,1151988.49671736,1890877.22741073,24,10,29,41.8564372239,-87.7176062074,"(41.85643722389988, -87.71760620735559)"
04/03/2015,Completed,04/08/2015,15-01111370,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,2821 W LELAND AVE,60625,1156501.50001767,1931091.15999658,33,17,14,41.9666975918,-87.6999510199,"(41.96669759182536, -87.69995101989127)"
04/03/2015,Completed,04/09/2015,15-01115008,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1647 W HOLLYWOOD AVE,60660,1164219.80911619,1937853.22946649,40,20,77,41.9850928805,-87.6713798545,"(41.985092880490264, -87.67137985454319)"
04/03/2015,Completed,04/09/2015,15-01111451,Rodent Baiting/Rat Complaint,4,6,4,Dispatch Crew,Inspected and baited,2659 W WINNEMAC AVE,60625,1157718.68559916,1933438.25548106,40,20,4,41.9731133663,-87.6954113417,"(41.97311336633114, -87.69541134170841)"
04/03/2015,Completed,04/14/2015,15-01120763,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,2710 N HERMITAGE AVE,60614,1164188.320025,1917888.636125,32,19,7,41.9303097994,-87.6720622873,"(41.930309799380915, -87.67206228726315)"
04/03/2015,Completed,04/14/2015,15-01121194,Rodent Baiting/Rat Complaint,1,4,1,Dispatch Crew,Inspected and baited,2333 S WABASH AVE,60616,1177113.42811195,1888900.10071475,2,1,33,41.8504804182,-87.6254448864,"(41.85048041820918, -87.62544488636301)"
04/03/2015,Completed - Dup,04/08/2015,15-01115414,Rodent Baiting/Rat Complaint,,,,,,13015 S CARONDOLET AVE,60633,1198428.43960427,1819266.89037671,10,4,55,41.6588933524,-87.5495449734,"(41.65889335236888, -87.54954497334995)"
04/03/2015,Completed,04/08/2015,15-01113593,Rodent Baiting/Rat Complaint,2,0,2,Dispatch Crew,Inspected and baited,6259 S NARRAGANSETT AVE,60638,1134821.64602004,1862328.71078004,23,8,64,41.778415826,-87.7812917574,"(41.7784158260314, -87.78129175742598)"
04/03/2015,Completed,04/08/2015,15-01118713,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,1449 N LOTUS AVE,60651,1139747.77998456,1909107.99769956,37,25,25,41.9066968876,-87.7620912416,"(41.906696887629195, -87.76209124159134)"
04/03/2015,Completed,04/08/2015,15-01112313,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,3748 N LAKEWOOD AVE,60613,1166959.86677837,1925063.51747563,44,19,6,41.9499389114,-87.6616709748,"(41.949938911414435, -87.66167097481826)"
04/03/2015,Completed,04/09/2015,15-01111606,Rodent Baiting/Rat Complaint,3,8,3,Dispatch Crew,Inspected and baited,2541 W ARDMORE AVE,60659,1158229.78099264,1938426.17840504,40,20,2,41.9867899998,-87.6933948982,"(41.98678999983637, -87.69339489824708)"
04/03/2015,Completed,04/08/2015,15-01119129,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",9037 S MERRILL AVE,60617,1192081.61609586,1845469.50298442,7,4,48,41.7309522843,-87.5719216576,"(41.73095228430421, -87.57192165758526)"
04/03/2015,Completed,04/09/2015,15-01114737,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,5705 N ASHLAND AVE,60660,1164631.70911619,1937920.62946649,40,20,77,41.9852690826,-87.669863008,"(41.985269082632946, -87.66986300798925)"
04/03/2015,Completed,04/08/2015,15-01112915,Rodent Baiting/Rat Complaint,2,5,3,Dispatch Crew,Inspected and baited,538 W ARLINGTON PL,60614,1172281.87312762,1916710.24151165,43,19,7,41.9269010926,-87.6423555231,"(41.92690109262213, -87.64235552305814)"
04/03/2015,Completed,04/09/2015,15-01127227,Rodent Baiting/Rat Complaint,3,0,3,Dispatch Crew,Inspected and baited,2517 W LOGAN BLVD,60647,1159050.21996606,1917198.75938891,35,14,22,41.9285239191,-87.6909625702,"(41.928523919117886, -87.69096257016577)"
04/03/2015,Completed,04/08/2015,15-01115051,Rodent Baiting/Rat Complaint,1,5,3,Dispatch Crew,Inspected and baited,2342 S MILLARD AVE,60623,1152406.32649315,1888193.94887222,22,10,30,41.8490657549,-87.7161433329,"(41.849065754875596, -87.71614333290634)"
04/03/2015,Completed,04/08/2015,15-01116203,Rodent Baiting/Rat Complaint,4,8,0,Dispatch Crew,Inspected and baited,2848 N RACINE AVE,60657,1167800.76331015,1919153.77008573,32,19,6,41.9337041705,-87.6587509046,"(41.93370417047021, -87.65875090463916)"
04/03/2015,Completed,04/08/2015,15-01114062,Rodent Baiting/Rat Complaint,2,10,2,Dispatch Crew,Inspected and baited,4731 W GLADYS AVE,60644,1144905.26680043,1897934.26393416,24,11,25,41.8759390692,-87.7434276616,"(41.87593906918152, -87.74342766156201)"
04/03/2015,Completed,04/09/2015,15-01127839,Rodent Baiting/Rat Complaint,2,2,3,Dispatch Crew,Inspected and baited,1341 W 83RD ST,60620,1168729.05412348,1849722.39500657,21,6,71,41.743157867,-87.6573476051,"(41.74315786696006, -87.65734760513705)"
04/03/2015,Completed,04/08/2015,15-01114650,Rodent Baiting/Rat Complaint,3,4,4,Dispatch Crew,Inspected and baited,6250 N CICERO AVE,60646,1143278.00372651,1940593.87778528,39,16,12,41.9930317085,-87.7483336795,"(41.99303170853006, -87.74833367946287)"
04/03/2015,Completed,04/14/2015,15-01123841,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1118 N DAMEN AVE,60622,1162863.69002702,1907532.91996996,32,12,24,41.9019209392,-87.6772211062,"(41.901920939221775, -87.67722110615559)"
04/03/2015,Completed - Dup,04/08/2015,15-01117449,Rodent Baiting/Rat Complaint,,,,,,5240 W RACE AVE,60644,1141335.02526916,1903050.55979482,28,15,25,41.8900454117,-87.7564101988,"(41.89004541173926, -87.75641019877453)"
04/02/2015,Completed,04/08/2015,15-01094081,Rodent Baiting/Rat Complaint,0,10,0,Dispatch Crew,"Area inspected, no cause and no baiting",7448 S KINGSTON AVE,60649,1194380.41369027,1855961.7299687,7,3,43,41.7596877053,-87.5631564898,"(41.75968770527119, -87.56315648980768)"
04/02/2015,Completed,04/08/2015,15-01092690,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",6812 S KILBOURN AVE,60629,1147550.07916833,1859095.75671541,13,8,65,41.7693103571,-87.7347102989,"(41.76931035710475, -87.73471029886358)"
04/02/2015,Completed,04/08/2015,15-01105256,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",6033 N LAWNDALE AVE,60659,1150613.48996863,1939833.701576,50,17,13,41.9908050652,-87.7213708314,"(41.99080506517873, -87.72137083137498)"
04/02/2015,Completed,04/08/2015,15-01086055,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,"Area inspected, no cause and no baiting",5430 W HENDERSON ST,60641,1139571.20173091,1921741.29376663,38,16,15,41.9413672456,-87.7624309247,"(41.941367245617165, -87.76243092471101)"
04/02/2015,Completed,04/08/2015,15-01093511,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",4314 W HENDERSON ST,60641,1147060.6871721,1921922.23919154,31,17,16,41.9417236015,-87.7348991629,"(41.941723601512464, -87.73489916288767)"
04/02/2015,Completed,04/08/2015,15-01094654,Rodent Baiting/Rat Complaint,1,2,2,Dispatch Crew,Inspected and baited,7448 S DR MARTIN LUTHER KING JR DR,60619,1180197.57138649,1855715.42279318,6,3,69,41.7593484992,-87.6151433639,"(41.75934849922118, -87.61514336392128)"
04/02/2015,Completed,04/08/2015,15-01090874,Rodent Baiting/Rat Complaint,4,7,4,Dispatch Crew,Inspected and baited,1908 N CLARK ST,60614,1174302.36630891,1913020.85030177,43,18,7,41.9167323305,-87.6350415565,"(41.91673233048793, -87.63504155648882)"
04/02/2015,Completed,04/08/2015,15-01095246,Rodent Baiting/Rat Complaint,0,6,0,Dispatch Crew,"Area inspected, no cause and no baiting",3841 W WRIGHTWOOD AVE,60647,1150222.96457506,1917012.06153373,30,25,22,41.9281884951,-87.7234047795,"(41.92818849509612, -87.72340477948198)"
04/02/2015,Completed,04/08/2015,15-01105995,Rodent Baiting/Rat Complaint,3,8,5,Dispatch Crew,Inspected and baited,3725 N ST LOUIS AVE,60618,1152393.90270012,1924545.55263391,35,17,16,41.9488183279,-87.715227715,"(41.94881832786324, -87.71522771498726)"
04/02/2015,Completed,04/08/2015,15-01096291,Rodent Baiting/Rat Complaint,3,5,5,Dispatch Crew,Inspected and baited,1935 W IRVING PARK RD,60613,1162727.53662227,1926575.26967177,47,19,5,41.9541771966,-87.6771859623,"(41.95417719655616, -87.67718596234394)"
04/02/2015,Completed,04/09/2015,15-01097477,Rodent Baiting/Rat Complaint,1,1,2,Dispatch Crew,Inspected and baited,2500 W SUPERIOR ST,60612,1159600.42007971,1904913.12260793,26,12,24,41.8947998584,-87.6892797703,"(41.894799858371975, -87.68927977034029)"
04/02/2015,Completed,04/08/2015,15-01101845,Rodent Baiting/Rat Complaint,1,2,3,Dispatch Crew,Inspected and baited,3518 W 73RD PL,60629,1154201.6106175,1855644.09528201,18,8,66,41.7597088234,-87.7104201991,"(41.75970882342179, -87.71042019907559)"
04/02/2015,Completed,04/08/2015,15-01093950,Rodent Baiting/Rat Complaint,1,6,2,Dispatch Crew,Inspected and baited,5133 W PARKER AVE,60639,1141688.56878752,1917801.31798625,31,25,19,41.9305166029,-87.7547463909,"(41.930516602912874, -87.75474639091509)"
04/02/2015,Completed,04/08/2015,15-01095168,Rodent Baiting/Rat Complaint,3,0,45,Dispatch Crew,Inspected and baited,201 N LAMON AVE,60644,1143674.65820919,1901020.54008486,28,15,25,41.8844313087,-87.7478687684,"(41.88443130869343, -87.74786876843822)"
04/02/2015,Completed,04/08/2015,15-01095741,Rodent Baiting/Rat Complaint,2,10,2,Dispatch Crew,Inspected and baited,1543 N LOCKWOOD AVE,60651,1140745.46122881,1909750.8908219,37,25,25,41.9084427695,-87.7584104736,"(41.90844276947383, -87.75841047363673)"
04/02/2015,Completed,04/08/2015,15-01095721,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,5527 W MELROSE ST,60641,1138945.47010233,1921061.10798849,38,16,15,41.9395121594,-87.7647473515,"(41.93951215936824, -87.76474735150883)"
04/02/2015,Completed,04/08/2015,15-01107087,Rodent Baiting/Rat Complaint,0,6,0,Dispatch Crew,"Area inspected, no cause and no baiting",2938 N LAVERGNE AVE,60641,1142530.76890757,1919189.65513279,31,25,19,41.9343107002,-87.7516168421,"(41.934310700241944, -87.75161684211682)"
04/02/2015,Completed,04/08/2015,15-01084981,Rodent Baiting/Rat Complaint,2,4,0,Dispatch Crew,Inspected and baited,2129 N CLIFTON AVE,60614,1168292.41329456,1914308.61542794,32,18,7,41.9203981858,-87.6570845521,"(41.920398185844185, -87.65708455214742)"
04/02/2015,Completed,04/08/2015,15-01105269,Rodent Baiting/Rat Complaint,3,5,0,Dispatch Crew,Inspected and baited,2316 W SHAKESPEARE AVE,60647,1160481.54006749,1914335.99663196,32,14,22,41.9206387552,-87.6857823975,"(41.92063875515609, -87.68578239754034)"
04/02/2015,Completed,04/08/2015,15-01095184,Rodent Baiting/Rat Complaint,4,3,4,Dispatch Crew,Inspected and baited,4946 W SUPERIOR ST,60644,1143244.49552181,1904513.71777518,37,15,25,41.894025045,-87.7493611027,"(41.8940250450009, -87.74936110272002)"
04/02/2015,Completed,04/08/2015,15-01090745,Rodent Baiting/Rat Complaint,3,7,6,Dispatch Crew,Inspected and baited,511 N LEAMINGTON AVE,60644,1141943.27131671,1902870.40912926,28,15,25,41.8895398127,-87.7541808807,"(41.889539812690245, -87.75418088066317)"
04/02/2015,Completed,04/08/2015,15-01084196,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",2054 W JAMES ST,60609,1163534.835201,1870344.3098932,16,9,61,41.7998576192,-87.6758018559,"(41.799857619155866, -87.67580185591952)"
04/02/2015,Completed,04/07/2015,15-01095728,Rodent Baiting/Rat Complaint,2,2,5,Dispatch Crew,Inspected and baited,4401 W HADDON AVE,60651,1146823.87167401,1907295.77719086,37,11,23,41.9015917126,-87.7361439407,"(41.901591712551884, -87.73614394074383)"
04/02/2015,Completed,04/06/2015,15-01091440,Rodent Baiting/Rat Complaint,3,5,4,Dispatch Crew,Inspected and baited,7701 S JEFFERY BLVD,60649,1190872.73941398,1854303.71386898,8,4,43,41.7552234265,-87.5760653297,"(41.755223426529206, -87.57606532974353)"
04/02/2015,Completed,04/03/2015,15-01086143,Rodent Baiting/Rat Complaint,4,0,4,Dispatch Crew,Inspected and baited,5440 W HENDERSON ST,60641,1139503.70173091,1921739.69376663,38,16,15,41.9413640884,-87.7626790566,"(41.94136408838859, -87.76267905662239)"
04/02/2015,Completed,04/08/2015,15-01090930,Rodent Baiting/Rat Complaint,1,10,4,Dispatch Crew,Inspected and baited,2711 W CONGRESS PKWY,60612,1158333.73069837,1897654.70741696,28,11,27,41.8749080945,-87.6941305442,"(41.87490809451017, -87.69413054417375)"
04/02/2015,Completed,04/08/2015,15-01088809,Rodent Baiting/Rat Complaint,2,3,2,Dispatch Crew,Inspected and baited,2908 W ROSEMONT AVE,60659,1155780.13177856,1941666.24293194,50,24,2,41.9957307576,-87.7023169414,"(41.99573075760172, -87.70231694140077)"
